,title,title_abs,publish_year,keyword,emb1,emb2,year_cat,year_enc,color_code
206,Detecting local earthquakes via fiber-optic cables in telecommunication  conduits under Stanford University campus using deep learning,"Detecting local earthquakes via fiber-optic cables in telecommunication   conduits under Stanford University campus using deep learning  With fiber-optic seismic acquisition development, continuous dense seismic monitoring is becoming increasingly more accessible. Repurposing fiber cables in telecommunication conduits makes it possible to run seismic studies at low cost, even in locations where traditional seismometers are not easily installed, such as in urban areas. However, due to the large volume of continuous streaming data, data collected in such a manner will go to waste unless we significantly automate the processing workflow. We train a convolutional neural network (CNN) for earthquake detection using data acquired over three years by fiber cables in telecommunication conduits under Stanford University campus. We demonstrate that fiber-optic systems can effectively complement sparse seismometer networks to detect local earthquakes. The CNN allows for reliable earthquake detection despite a low signal-to-noise ratio and even detects small-amplitude previously-uncataloged events. ",2022,earthquakes in major cities,3.863862,7.453926,2020-,6,#5E0897
207,Time-frequency analysis of Transitory/Permanent frequency decrease in  civil engineering structures during earthquakes,"Time-frequency analysis of Transitory/Permanent frequency decrease in   civil engineering structures during earthquakes  The analysis of strong motion recordings in structures is crucial to understand the damaging process during earthquakes. A very precise time-frequency representation, the reassigned smoothed pseudo-Wigner-Ville method, allowed us to follow the variation of the Millikan Library (California) and the Grenoble City Hall building (France) resonance frequencies during earthquakes. Under strong motions, a quick frequency drop, attributed to damage of the soil-structure system, followed by a slower increase is found. However, in the case of weak earthquakes, we show that frequency variations come from the ground motion spectrum and cannot be interpreted in terms of change of the soil-structure system. ",2008,earthquakes in major cities,5.4096456,6.4316797,2006-2010,3,#FEF65C
208,Scaling and precursor motifs in earthquake networks,"Scaling and precursor motifs in earthquake networks  A measure of the correlation between two earthquakes is used to link events to their aftershocks, generating a growing network structure. In this framework one can quantify whether an aftershock is close or far, from main shocks of all magnitudes. We find that simple network motifs involving links to far aftershocks appear frequently before the three biggest earthquakes of the last 16 years in Southern California. Hence, networks could be useful to detect symptoms typically preceding major events. ",2004,earthquakes in major cities,5.3069715,6.317299,2001-2005,2,#FFE135
209,Scale-free and small-world properties of earthquake network in Chile,"Scale-free and small-world properties of earthquake network in Chile  The properties of earthquake networks have been studied so far mainly for the seismic data sets taken from California, Japan and Iran, and features common in these regions have been reported in the literature. Here, an earthquake network is constructed and analyzed for the Chilean data to examine if the scale-free and small-world properties of the earthquake networks constructed in the other geographical regions can also be found in seismicity in Chile. It is shown that the result is affirmative: in all the regions both the exponent ""gamma"" of the power-law connectivity distribution and the clustering coefficient C take the universal invariant values ""gamma ~1"" and ""C~0.85"", respectively, as the cell size becomes larger than a certain value, which is the scale of coarse graining needed for constructing earthquake network. An interpretation for this remarkable result is presented based on physical considerations. ",2010,earthquakes in major cities,5.2450542,6.241241,2006-2010,3,#FEF65C
210,Should Engineers be Concerned about Vulnerability of Highway Bridges to  Potentially-Induced Seismic Hazards?,"Should Engineers be Concerned about Vulnerability of Highway Bridges to   Potentially-Induced Seismic Hazards?  This paper evaluates the vulnerability of highway bridges in areas subjected to human induced seismic hazards that are commonly associated with petroleum activities and wastewater disposal. Recently, there has been a significant growth in the rate of such earthquakes, especially in areas of Texas, Oklahoma, and Kansas. The magnitudes of these earthquakes are usually lower than tectonic earthquakes that can occur in high seismic regions; however, such induced earthquakes can occur in areas that historically have had negligible seismicity. Thus, the infrastructure in these locations was likely designed for no to low seismic demands, making them vulnerable to seismic damage. Ongoing research is aimed at evaluating the vulnerability bridge infrastructure to these human induced seismic hazards. In this paper, fragility curves are developed specifically for steel girder bridges by considering major sources of uncertainty, including uncertainty in ground motions and local soil conditions expected in the Texas, Oklahoma, and Kansas region, as well as uncertainty in design and detailing practices in the area. The results of this fragility analysis are presented herein as a basis for discussion of potential seismic risks in areas affected by induced earthquakes. ",2018,earthquakes in rural regions,5.3864956,6.326588,2016-2020,5,#7402B1
211,Regional Seismic Information Entropy for Detecting Precursors of  Earthquake Activation,"Regional Seismic Information Entropy for Detecting Precursors of   Earthquake Activation  Here a method is presented for detecting precursors of earthquakes from time series data on earthquakes in a target region. Regional Entropy of Seismic Information, a quantity representing the average influence of an earthquake in the target region to the diversity of clusters to which earthquakes distribute, is introduced. Based on a rough qualitative model of the dynamics of land crust, it is hypothesized that the saturation after the increase in the Regional Entropy of Seismic Information precedes the activation of earthquakes. On the open earthquake catalog, this hypothesis is validated. This temporal change turned out to correlate more with the activation of earthquakes in Japanese regions, by one to two years precedence, than the compared baseline methods. ",2018,earthquakes in rural regions,5.3571396,6.3566675,2016-2020,5,#7402B1
212,Scale-free and small-world properties of earthquake network in Chile,"Scale-free and small-world properties of earthquake network in Chile  The properties of earthquake networks have been studied so far mainly for the seismic data sets taken from California, Japan and Iran, and features common in these regions have been reported in the literature. Here, an earthquake network is constructed and analyzed for the Chilean data to examine if the scale-free and small-world properties of the earthquake networks constructed in the other geographical regions can also be found in seismicity in Chile. It is shown that the result is affirmative: in all the regions both the exponent ""gamma"" of the power-law connectivity distribution and the clustering coefficient C take the universal invariant values ""gamma ~1"" and ""C~0.85"", respectively, as the cell size becomes larger than a certain value, which is the scale of coarse graining needed for constructing earthquake network. An interpretation for this remarkable result is presented based on physical considerations. ",2010,earthquakes in rural regions,5.2450542,6.241241,2006-2010,3,#FEF65C
213,"The electromagnetic fields under, on and up Earth surface as earthquakes  precursor in the Balkans and Black Sea regions","The electromagnetic fields under, on and up Earth surface as earthquakes   precursor in the Balkans and Black Sea regions  It is demonstrate that the analysis of accuracy measurement of geomagnetic field and the behavior of local tide gravitational potential can serve as an earthquake precursor ",2002,earthquakes in rural regions,9.709135,7.028907,2001-2005,2,#FFE135
214,Network similarity and statistical analysis of earthquake seismic data,"Network similarity and statistical analysis of earthquake seismic data  We study the structural similarity of earthquake networks constructed from seismic catalogs of different geographical regions. A hierarchical clustering of underlying undirected earthquake networks is shown using Jensen-Shannon divergence in graph spectra. The directed nature of links indicates that each earthquake network is strongly connected, which motivates us to study the directed version statistically. Our statistical analysis of each earthquake region identifies the hub regions. We calculate the conditional probability of the forthcoming occurrences of earthquakes in each region. The conditional probability of each event has been compared with their stationary distribution. ",2016,earthquakes in rural regions,5.093335,6.1912003,2016-2020,5,#7402B1
215,Earthquakes in cities revisited,"Earthquakes in cities revisited  During the last twenty years, a number of publications of theoretical-numerical nature have appeared which come to the apparently-reassuring conclusion that seismic motion on the ground in cities is smaller than what this motion would be in the absence of the buildings (but for the same underground and seismic load). Other than the fact that this finding tells nothing about the motion within the buildings, it must be confronted with the overwhelming empirical evidence (e.g, earthquakes in Sendai (2011), Kathmandu (2015), Tainan City (2016), etc.) that shaking within buildings of a city is often large enough to damage or even destroy these structures. I show, on several examples, that theory can be reconciled with empirical evidence, and suggest that the crucial subject of seismic response in cities is in need of more thorough research. ",2016,earthquakes in rural regions,5.279921,6.365577,2016-2020,5,#7402B1
216,Anomalous diffusion of epicentres,Anomalous diffusion of epicentres  The classification of earthquakes in main shocks and aftershocks by a method recently proposed by M. Baiesi and M. Paczuski allows to the generation of a complex network composed of clusters that group the most correlated events. The spatial distribution of epicentres inside these structures corresponding to the catalogue of earthquakes in the eastern region of Cuba shows anomalous anti-diffusive behaviour evidencing the attractive nature of the main shock and the possible description in terms of fractional kinetics. ,2007,earthquakes in rural regions,5.3281693,6.273119,2006-2010,3,#FEF65C
217,Earthquake Nowcasting with Deep Learning,Earthquake Nowcasting with Deep Learning  We review previous approaches to nowcasting earthquakes and introduce new approaches based on deep learning using three distinct models based on recurrent neural networks and transformers. We discuss different choices for observables and measures presenting promising initial results for a region of Southern California from 1950-2020. Earthquake activity is predicted as a function of 0.1-degree spatial bins for time periods varying from two weeks to four years. The overall quality is measured by the Nash Sutcliffe Efficiency comparing the deviation of nowcast and observation with the variance over time in each spatial region. The software is available as open-source together with the preprocessed data from the USGS. ,2021,earthquakes in rural regions,5.2981706,6.4302797,2020-,6,#5E0897
218,On the short time prediction of earthquakes in the Balkan- Black Sea  region based on geomagnetic field measurements and tide gravitational  potential behavior,"On the short time prediction of earthquakes in the Balkan- Black Sea   region based on geomagnetic field measurements and tide gravitational   potential behavior  The paper is a first attempt for statistical estimation of method for a short time prediction of incoming earthquake in the Balkan and Black Sea region from January to June, 2002. The essence of the discovery is that the geomagnetic local ""quake"" is a precursor of future earthquake, which time is determined by the tide gravitational potential behavior. A Balkan Black Sea region Earthquake's ""When, where"" Prediction Network is proposed. ",2002,earthquakes in rural regions,5.1922,6.515808,2001-2005,2,#FFE135
219,Earthquake Correlations and Networks- A Comparative Study,"Earthquake Correlations and Networks- A Comparative Study  We quantify the correlation between earthquakes and use the same to distinguish between relevant causally connected earthquakes. Our correlation metric is a variation on the one introduced by Baiesi and Paczuski (2004). A network of earthquakes is constructed, which is time ordered and with links between the more correlated ones. Recurrences to earthquakes are identified employing correlation thresholds to demarcate the most meaningful ones in each cluster. Data pertaining to three different seismic regions, viz. California, Japan and Himalayas, are comparatively analyzed using such a network model. The distribution of recurrence lengths and recurrence times are two of the key features analyzed to draw conclusions about the universal aspects of such a network model. We find that the unimodal feature of recurrence length distribution, which helps to associate typical rupture lengths with different magnitude earthquakes, is robust across the different seismic regions. The out-degree of the networks shows a hub structure rooted on the large magnitude earthquakes. In-degree distribution is seen to be dependent on the density of events in the neighborhood. Power laws, with two regimes having different exponents, are obtained with recurrence time distribution. This is in agreement with the Omori law for aftershocks and extends it to spatial recurrences. The crossover to the second power law regime can be taken to be signalling the end of aftershock regime in an objective fashion. ",2010,earthquakes in rural regions,5.1541,6.4215603,2006-2010,3,#FEF65C
220,A Multi-Scale Deep Learning Framework for Projecting Weather Extremes,"A Multi-Scale Deep Learning Framework for Projecting Weather Extremes  Weather extremes are a major societal and economic hazard, claiming thousands of lives and causing billions of dollars in damage every year. Under climate change, their impact and intensity are expected to worsen significantly. Unfortunately, general circulation models (GCMs), which are currently the primary tool for climate projections, cannot characterize weather extremes accurately. To address this, we present a multi-resolution deep-learning framework that, firstly, corrects a GCM's biases by matching low-order and tail statistics of its output with observations at coarse scales; and secondly, increases the level of detail of the debiased GCM output by reconstructing the finer scales as a function of the coarse scales. We use the proposed framework to generate statistically realistic realizations of the climate over Western Europe from a simple GCM corrected using observational atmospheric reanalysis. We also discuss implications for probabilistic risk assessment of natural disasters in a changing climate. ",2022,extreme weather,4.2316723,6.8717732,2020-,6,#5E0897
221,A modular framework for extreme weather generation,"A modular framework for extreme weather generation  Extreme weather events have an enormous impact on society and are expected to become more frequent and severe with climate change. In this context, resilience planning becomes crucial for risk mitigation and coping with these extreme events. Machine learning techniques can play a critical role in resilience planning through the generation of realistic extreme weather event scenarios that can be used to evaluate possible mitigation actions. This paper proposes a modular framework that relies on interchangeable components to produce extreme weather event scenarios. We discuss possible alternatives for each of the components and show initial results comparing two approaches on the task of generating precipitation scenarios. ",2021,extreme weather,3.895094,7.0422344,2020-,6,#5E0897
222,Deep Learning Techniques in Extreme Weather Events: A Review,"Deep Learning Techniques in Extreme Weather Events: A Review  Extreme weather events pose significant challenges, thereby demanding techniques for accurate analysis and precise forecasting to mitigate its impact. In recent years, deep learning techniques have emerged as a promising approach for weather forecasting and understanding the dynamics of extreme weather events. This review aims to provide a comprehensive overview of the state-of-the-art deep learning in the field. We explore the utilization of deep learning architectures, across various aspects of weather prediction such as thunderstorm, lightning, precipitation, drought, heatwave, cold waves and tropical cyclones. We highlight the potential of deep learning, such as its ability to capture complex patterns and non-linear relationships. Additionally, we discuss the limitations of current approaches and highlight future directions for advancements in the field of meteorology. The insights gained from this systematic review are crucial for the scientific community to make informed decisions and mitigate the impacts of extreme weather events. ",2023,extreme weather,3.9395947,7.2964315,2020-,6,#5E0897
223,The Extreme Space Weather Event in 1903 October/November: An Outburst  from the Quiet Sun,"The Extreme Space Weather Event in 1903 October/November: An Outburst   from the Quiet Sun  While the Sun is generally more eruptive during its maximum and declining phases, observational evidence shows certain cases of powerful solar eruptions during the quiet phase of the solar activity. Occurring in the weak Solar Cycle 14 just after its minimum, the extreme space weather event in 1903 October -- November was one of these cases. Here, we reconstruct the time series of geomagnetic activity based on contemporary observational records. With the mid-latitude magnetograms, the 1903 magnetic storm is thought to be caused by a fast coronal mass ejection (~1500 km/s) and is regarded as an intense event with an estimated minimum Dst' of ~-513 nT The reconstructed time series has been compared with the equatorward extension of auroral oval (~44.1{\deg} in invariant latitude) and the time series of telegraphic disturbances. This case study shows that potential threats posed by extreme space weather events exist even during weak solar cycles or near their minima. ",2020,extreme weather,9.009808,7.9838862,2020-,6,#5E0897
224,Extreme precipitation forecasting using attention augmented convolutions,"Extreme precipitation forecasting using attention augmented convolutions  Extreme precipitation wreaks havoc throughout the world, causing billions of dollars in damage and uprooting communities, ecosystems, and economies. Accurate extreme precipitation prediction allows more time for preparation and disaster risk management for such extreme events. In this paper, we focus on short-term extreme precipitation forecasting (up to a 12-hour ahead-of-time prediction) from a sequence of sea level pressure and zonal wind anomalies. Although existing machine learning approaches have shown promising results, the associated model and climate uncertainties may reduce their reliability. To address this issue, we propose a self-attention augmented convolution mechanism for extreme precipitation forecasting, systematically combining attention scores with traditional convolutions to enrich feature data and reduce the expected errors of the results. The proposed network architecture is further fused with a highway neural network layer to gain the benefits of unimpeded information flow across several layers. Our experimental results show that the framework outperforms classical convolutional models by 12%. The proposed method increases machine learning as a tool for gaining insights into the physical causes of changing extremes, lowering uncertainty in future forecasts. ",2022,extreme weather,4.2828894,6.869573,2020-,6,#5E0897
225,Downscaling Extreme Rainfall Using Physical-Statistical Generative  Adversarial Learning,"Downscaling Extreme Rainfall Using Physical-Statistical Generative   Adversarial Learning  Modeling the risk of extreme weather events in a changing climate is essential for developing effective adaptation and mitigation strategies. Although the available low-resolution climate models capture different scenarios, accurate risk assessment for mitigation and adaption often demands detail that they typically cannot resolve. Here, we develop a dynamic data-driven downscaling (super-resolution) method that incorporates physics and statistics in a generative framework to learn the fine-scale spatial details of rainfall. Our method transforms coarse-resolution ($0.25^{\circ} \times 0.25^{\circ}$) climate model outputs into high-resolution ($0.01^{\circ} \times 0.01^{\circ}$) rainfall fields while efficaciously quantifying uncertainty. Results indicate that the downscaled rainfall fields closely match observed spatial fields and their risk distributions. ",2022,extreme weather,4.301077,6.8241863,2020-,6,#5E0897
226,Extreme Space Weather Events Recorded in History,"Extreme Space Weather Events Recorded in History  This section shows an overview of a recent development of the studies on great space weather events in history. Its discussion starts from the Carrington event and compare its intensity with the extreme storms within the coverage of the regular magnetic measurements. Extending its analyses back beyond their onset, this section shows several case studies of extreme storms with sunspot records in the telescopic observations and candidate auroral records in historical records. Before the onset of telescopic observations, this section shows the chronological coverages of the records of unaided-eye sunspot and candidate aurorae and several case studies on their basis. ",2020,extreme weather,9.2229,8.439993,2020-,6,#5E0897
227,The Extreme Space Weather Event in February/March 1941,"The Extreme Space Weather Event in February/March 1941  Given the infrequency of extreme geomagnetic storms, it is significant to note the concentration of three extreme geomagnetic storms in 1941, whose intensities ranked fourth, twelfth, and fifth within the aa index between 1868-2010. Among them, the geomagnetic storm on 1 March 1941 was so intense that three of the four Dst station magnetograms went off scale. Herein, we reconstruct its time series and measure the storm intensity with an alternative Dst estimate (Dst*). The source solar eruption at 09:29 - 09:38 GMT on 28 February was located at RGO AR 13814 and its significant intensity is confirmed by large magnetic crochets of 35 nT measured at Abinger. This solar eruption most likely released a fast interplanetary coronal mass ejection with estimated speed 2260 km/s. After its impact at 03:57 - 03:59 GMT on 1 March, an extreme magnetic storm was recorded worldwide. Comparative analyses on the contemporary magnetograms show the storm peak intensity of minimum Dst* < -464 nT at 16 GMT, comparable to the most and the second most extreme magnetic storms within the standard Dst index since 1957. This storm triggered significant low-latitude aurorae in the East Asian sector and their equatorward boundary has been reconstructed as 38.5{\deg} in invariant latitude. This result agrees with British magnetograms which indicate auroral oval moving above Abinger at 53.0{\deg} in magnetic latitude. The storm amplitude was even more enhanced in equatorial stations and consequently casts caveats on their usage for measurements of the storm intensity in Dst estimates. ",2020,extreme weather,9.343206,8.147046,2020-,6,#5E0897
228,Trends in the extremes of environments associated with severe US  thunderstorms,"Trends in the extremes of environments associated with severe US   thunderstorms  Severe thunderstorms can have devastating impacts. Concurrently high values of convective available potential energy (CAPE) and storm relative helicity (SRH) are known to be conducive to severe weather, so high values of PROD=$\sqrt{\mathrm{CAPE}} \times$SRH have been used to indicate high risk of severe thunderstorms. We consider the extreme values of these three variables for a large area of the contiguous US over the period 1979-2015, and use extreme-value theory and a multiple testing procedure to show that there is a significant time trend in the extremes for PROD maxima in April, May and August, for CAPE maxima in April, May and June, and for maxima of SRH in April and May. These observed increases in CAPE are also relevant for rainfall extremes and are expected in a warmer climate, but have not previously been reported. Moreover, we show that the El Ni\~no-Southern Oscillation explains variation in the extremes of PROD and SRH in February. Our results suggest that the risk from severe thunderstorms in April and May is increasing in parts of the US where it was already high, and that the risk from storms in February tends to be higher over the main part of the region during La Ni\~na years. Our results differ from those obtained in earlier studies using extreme-value techniques to analyze a quantity similar to PROD. ",2019,extreme weather,9.381575,8.375207,2016-2020,5,#7402B1
229,Changing U.S. Extreme Temperature Statistics,"Changing U.S. Extreme Temperature Statistics  The rise in global mean temperature is an incomplete description of warming. For many purposes, including agriculture and human life, temperature extremes may be more important than temperature means and changes in local extremes may be more important than mean global changes. We define a nonparametric statistic to describe extreme temperature behavior by quantifying the frequency of local daily all-time highs and lows, normalized by their frequency in the null hypothesis of no climate change. We average this metric over 1218 weather stations in the 48 contiguous United States, and find significantly fewer all-time lows than for the null hypothesis of unchanging climate. Record highs, by contrast, exhibit no significant trend. The metric is evaluated by Monte Carlo simulation for stationary and warming temperature distributions, permitting comparison of the statistics of historic temperature records with those of modeled behavior. ",2017,extreme weather,4.6720176,6.640664,2016-2020,5,#7402B1
230,Pest presence prediction using interpretable machine learning,"Pest presence prediction using interpretable machine learning  Helicoverpa Armigera, or cotton bollworm, is a serious insect pest of cotton crops that threatens the yield and the quality of lint. The timely knowledge of the presence of the insects in the field is crucial for effective farm interventions. Meteo-climatic and vegetation conditions have been identified as key drivers of crop pest abundance. In this work, we applied an interpretable classifier, i.e., Explainable Boosting Machine, which uses earth observation vegetation indices, numerical weather predictions and insect trap catches to predict the onset of bollworm harmfulness in cotton fields in Greece. The glass-box nature of our approach provides significant insight on the main drivers of the model and the interactions among them. Model interpretability adds to the trustworthiness of our approach and therefore its potential for rapid uptake and context-based implementation in operational farm management scenarios. Our results are satisfactory and the importance of drivers, through our analysis on global and local explainability, is in accordance with the literature. ",2022,insect pest forecasting,3.8238707,7.557277,2020-,6,#5E0897
231,An Efficient Insect Pest Classification Using Multiple Convolutional  Neural Network Based Models,"An Efficient Insect Pest Classification Using Multiple Convolutional   Neural Network Based Models  Accurate insect pest recognition is significant to protect the crop or take the early treatment on the infected yield, and it helps reduce the loss for the agriculture economy. Design an automatic pest recognition system is necessary because manual recognition is slow, time-consuming, and expensive. The Image-based pest classifier using the traditional computer vision method is not efficient due to the complexity. Insect pest classification is a difficult task because of various kinds, scales, shapes, complex backgrounds in the field, and high appearance similarity among insect species. With the rapid development of deep learning technology, the CNN-based method is the best way to develop a fast and accurate insect pest classifier. We present different convolutional neural network-based models in this work, including attention, feature pyramid, and fine-grained models. We evaluate our methods on two public datasets: the large-scale insect pest dataset, the IP102 benchmark dataset, and a smaller dataset, namely D0 in terms of the macro-average precision (MPre), the macro-average recall (MRec), the macro-average F1- score (MF1), the accuracy (Acc), and the geometric mean (GM). The experimental results show that combining these convolutional neural network-based models can better perform than the state-of-the-art methods on these two datasets. For instance, the highest accuracy we obtained on IP102 and D0 is $74.13\%$ and $99.78\%$, respectively, bypassing the corresponding state-of-the-art accuracy: $67.1\%$ (IP102) and $98.8\%$ (D0). We also publish our codes for contributing to the current research related to the insect pest classification problem. ",2021,insect pest forecasting,3.5234625,7.9245076,2020-,6,#5E0897
232,Deep learning powered real-time identification of insects using citizen  science data,"Deep learning powered real-time identification of insects using citizen   science data  Insect-pests significantly impact global agricultural productivity and quality. Effective management involves identifying the full insect community, including beneficial insects and harmful pests, to develop and implement integrated pest management strategies. Automated identification of insects under real-world conditions presents several challenges, including differentiating similar-looking species, intra-species dissimilarity and inter-species similarity, several life cycle stages, camouflage, diverse imaging conditions, and variability in insect orientation. A deep-learning model, InsectNet, is proposed to address these challenges. InsectNet is endowed with five key features: (a) utilization of a large dataset of insect images collected through citizen science; (b) label-free self-supervised learning for large models; (c) improving prediction accuracy for species with a small sample size; (d) enhancing model trustworthiness; and (e) democratizing access through streamlined MLOps. This approach allows accurate identification (>96% accuracy) of over 2500 insect species, including pollinator (e.g., butterflies, bees), parasitoid (e.g., some wasps and flies), predator species (e.g., lady beetles, mantises, dragonflies) and harmful pest species (e.g., armyworms, cutworms, grasshoppers, stink bugs). InsectNet can identify invasive species, provide fine-grained insect species identification, and work effectively in challenging backgrounds. It also can abstain from making predictions when uncertain, facilitating seamless human intervention and making it a practical and trustworthy tool. InsectNet can guide citizen science data collection, especially for invasive species where early detection is crucial. Similar approaches may transform other agricultural challenges like disease detection and underscore the importance of data collection, particularly through citizen science efforts.. ",2023,insect pest forecasting,3.7428749,7.689724,2020-,6,#5E0897
233,Automatic Moth Detection from Trap Images for Pest Management,"Automatic Moth Detection from Trap Images for Pest Management  Monitoring the number of insect pests is a crucial component in pheromone-based pest management systems. In this paper, we propose an automatic detection pipeline based on deep learning for identifying and counting pests in images taken inside field traps. Applied to a commercial codling moth dataset, our method shows promising performance both qualitatively and quantitatively. Compared to previous attempts at pest detection, our approach uses no pest-specific engineering which enables it to adapt to other species and environments with minimal human effort. It is amenable to implementation on parallel hardware and therefore capable of deployment in settings where real-time performance is required. ",2016,insect pest forecasting,4.11253,7.587387,2016-2020,5,#7402B1
234,Development of a Forecasting and Warning System on the Ecological  Life-Cycle of Sunn Pest,Development of a Forecasting and Warning System on the Ecological   Life-Cycle of Sunn Pest  We provide a machine learning solution that replaces the traditional methods for deciding the pesticide application time of Sunn Pest. We correlate climate data with phases of Sunn Pest in its life-cycle and decide whether the fields should be sprayed. Our solution includes two groups of prediction models. The first group contains decision trees that predict migration time of Sunn Pest from winter quarters to wheat fields. The second group contains random forest models that predict the nymphal stage percentages of Sunn Pest which is a criterion for pesticide application. We trained our models on four years of climate data which was collected from Kir\c{s}ehir and Aksaray. The experiments show that our promised solution make correct predictions with high accuracies. ,2019,insect pest forecasting,4.2221174,6.9417987,2016-2020,5,#7402B1
235,High performing ensemble of convolutional neural networks for insect  pest image detection,"High performing ensemble of convolutional neural networks for insect   pest image detection  Pest infestation is a major cause of crop damage and lost revenues worldwide. Automatic identification of invasive insects would greatly speedup the identification of pests and expedite their removal. In this paper, we generate ensembles of CNNs based on different topologies (ResNet50, GoogleNet, ShuffleNet, MobileNetv2, and DenseNet201) altered by random selection from a simple set of data augmentation methods or optimized with different Adam variants for pest identification. Two new Adam algorithms for deep network optimization based on DGrad are proposed that introduce a scaling factor in the learning rate. Sets of the five CNNs that vary in either data augmentation or the type of Adam optimization were trained on both the Deng (SMALL) and the large IP102 pest data sets. Ensembles were compared and evaluated using three performance indicators. The best performing ensemble, which combined the CNNs using the different augmentation methods and the two new Adam variants proposed here, achieved state of the art on both insect data sets: 95.52% on Deng and 73.46% on IP102, a score on Deng that competed with human expert classifications. Additional tests were performed on data sets for medical imagery classification that further validated the robustness and power of the proposed Adam optimization variants. All MATLAB source code is available at https://github.com/LorisNanni/. ",2021,insect pest forecasting,3.200629,8.206337,2020-,6,#5E0897
236,Predicting Future Mosquito Larval Habitats Using Time Series Climate  Forecasting and Deep Learning,"Predicting Future Mosquito Larval Habitats Using Time Series Climate   Forecasting and Deep Learning  Mosquito habitat ranges are projected to expand due to climate change. This investigation aims to identify future mosquito habitats by analyzing preferred ecological conditions of mosquito larvae. After assembling a data set with atmospheric records and larvae observations, a neural network is trained to predict larvae counts from ecological inputs. Time series forecasting is conducted on these variables and climate projections are passed into the initial deep learning model to generate location-specific larvae abundance predictions. The results support the notion of regional ecosystem-driven changes in mosquito spread, with high-elevation regions in particular experiencing an increase in susceptibility to mosquito infestation. ",2022,insect pest forecasting,3.8776438,7.0499964,2020-,6,#5E0897
237,Global stabilization of sterile insect technique model by feedback laws,"Global stabilization of sterile insect technique model by feedback laws  The Sterile Insect Technique or SIT is presently one of the most ecological methods for controlling insect pests responsible for disease transmission or crop destruction worldwide. This technique consists of releasing sterile males into the insect pest population. This approach aims at reducing fertility in the population and, consequently, reduce significantly the native insect population after a few generations. In this work, we study the global stabilization of a pest population at extinction equilibrium by the SIT method. We construct explicit feedback laws that stabilize the model and do numerical simulations to show the efficiency of our feedback laws. The different feedback laws are also compared taking into account their possible implementation in field interventions. ",2023,insect pest forecasting,4.377031,6.6871195,2020-,6,#5E0897
238,Mathematical model for pest-insect control using mating disruption and  trapping,"Mathematical model for pest-insect control using mating disruption and   trapping  Controlling pest insects is a challenge of main importance to preserve crop production. In the context of Integrated Pest Management (IPM) programs, we develop a generic model to study the impact of mating disruption control using an artificial female pheromone to confuse males and adversely affect their mating opportunities. Consequently the reproduction rate is diminished leading to a decline in the population size. For more efficient control, trapping is used to capture the males attracted to the artificial pheromone. The model, derived from biological and ecological assumptions, is governed by a system of ODEs. A theoretical analysis of the model without control is first carried out to establish the properties of the endemic equilibrium. Then, control is added and the theoretical analysis of the model enables to identify threshold values of pheromone which are practically interesting for field applications. In particular, we show that there is a threshold above which the global asymptotic stability of the trivial equilibrium is ensured, i.e. the population goes to extinction. Finally we illustrate the theoretical results via numerical experiments. ",2016,insect pest forecasting,4.8178477,6.535524,2016-2020,5,#7402B1
239,What a million Indian farmers say?: A crowdsourcing-based method for  pest surveillance,"What a million Indian farmers say?: A crowdsourcing-based method for   pest surveillance  Many different technologies are used to detect pests in the crops, such as manual sampling, sensors, and radar. However, these methods have scalability issues as they fail to cover large areas, are uneconomical and complex. This paper proposes a crowdsourced based method utilising the real-time farmer queries gathered over telephones for pest surveillance. We developed data-driven strategies by aggregating and analyzing historical data to find patterns and get future insights into pest occurrence. We showed that it can be an accurate and economical method for pest surveillance capable of enveloping a large area with high spatio-temporal granularity. Forecasting the pest population will help farmers in making informed decisions at the right time. This will also help the government and policymakers to make the necessary preparations as and when required and may also ensure food security. ",2021,insect pest forecasting,4.0907173,7.409014,2020-,6,#5E0897
240,Some comments on the possible causes of climate change,"Some comments on the possible causes of climate change  Climate change is an important current issue and there is much debate about the causes and effects. This article examines the changes in our climate, comparing the recent changes with those in the past. There have been changes in temperature, resulting in an average global rise over the last 300 years, as well as widespread melting of snow and ice, and rising global average sea level. There are many theories for the causes of the recent change in the climate, including some natural and some human influenced. The most widely believed cause of the climate change is increasing levels of Greenhouse gases in the atmosphere and as the atmosphere plays an important role in making our planet inhabitable, it is important to understand it in order to protect it. However, there are other theories for the cause of climate change, the Sun and cosmic rays, for example, are felt by some to have a significant role to play. There is also well-established evidence that the three Milankovitch cycles change the amount and alter the distribution of sunlight over the Earth, heating and cooling it. There are many influences on our planet and they all have differing levels of impact. The purpose of this article is to review the present overall position and urge open, reasoned discussion of the problem. ",2008,climate change,4.960994,6.6753173,2006-2010,3,#FEF65C
